city,product_type,status,request_time,begin_trip_time,begintrip_lat,begintrip_lng,begintrip_address,dropoff_time,dropoff_lat,dropoff_lng,dropoff_address,distance,fare_currency,fare_amount
Istanbul,Taxi Test,completed,2024-06-15T14:49:55.000Z,2024-06-15T14:51:54.000Z,40.98866,28.88092,"Kartaltepe, Dost Sk. No:5, 34145 Bakırköy/İstanbul, Türkiye",2024-06-15T15:04:42.000Z,41.0068,28.93473,"Cerrahpaşa, Hekimoğlu Alipaşa Cd 123 A, 34000 Fatih/İstanbul, Türkiye",6.01,Turkish Lira,215.0
Istanbul,Taxi Test,completed,2024-06-15T08:25:16.000Z,2024-06-15T08:27:52.000Z,40.92626,29.29786,"Yenişehir, Millet Cd. no:14, 34912 Pendik/İstanbul, Türkiye",2024-06-15T08:32:27.000Z,40.91066,29.29712,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",1.38,Turkish Lira,110.0
Istanbul,Taxi Test,completed,2024-06-13T15:05:40.000Z,2024-06-13T15:09:29.000Z,40.988636,28.880947,"Kartaltepe, Dost Sk. No:5, 34145 Bakırköy/İstanbul, Türkiye",2024-06-13T15:27:59.000Z,41.00421,28.936361,"Kocamustafapaşa, Cerrahpaşa, Etyemez Tekkesi Sk. 9/A, 34098 Fatih/İstanbul, Türkiye",5.17,Turkish Lira,200.0
Istanbul,Taxi Test,completed,2024-06-12T13:48:46.000Z,2024-06-12T13:51:03.000Z,40.988583,28.880804,"Kartaltepe, Dost Sk. No:5, 34145 Bakırköy/İstanbul, Türkiye",2024-06-12T14:06:56.000Z,41.00364,28.93646,"Kocamustafapaşa, Cerrahpaşa, Etyemez Tekkesi Sk. 9/A, 34098 Fatih/İstanbul, Türkiye",5.12,Turkish Lira,200.0
Istanbul,Taxi Test,completed,2024-06-11T07:11:46.000Z,2024-06-11T07:14:04.000Z,40.92634,29.29779,"Yenişehir, Millet Cd. no:14, 34912 Pendik/İstanbul, Türkiye",2024-06-11T07:30:56.000Z,40.89268,29.37974,"Orta, Üniversite Cd. No: 27, 34956 Tuzla/İstanbul, Türkiye",7.83,Turkish Lira,276.0
Istanbul,Taxi Test,completed,2024-06-09T14:55:28.000Z,2024-06-09T15:01:36.000Z,40.92599,29.298079,"Yenişehir, Millet Cd. no:14, 34912 Pendik/İstanbul, Türkiye",2024-06-09T15:06:50.000Z,40.910492,29.296957,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",1.5,Turkish Lira,110.0
Istanbul,Taxi Test,rider_canceled,2024-06-09T10:45:31.000Z,,40.92626,29.297749,"",,40.92626,29.297749,"Batı, Yargıçlar Sk., 34890 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2024-06-06T12:06:08.000Z,2024-06-06T12:10:55.000Z,40.87769,29.23555,"Doğu, Erol Kaya Cd No:127, 34890 Pendik/İstanbul, Türkiye",2024-06-06T12:36:26.000Z,40.92622,29.29788,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",6.36,Turkish Lira,238.19
Istanbul,Taxi Test,completed,2024-06-05T11:59:45.000Z,2024-06-05T12:05:27.000Z,40.98952,28.881754,"Kartaltepe, Dost Sk. No. 9 D:3, 34145 Bakırköy/İstanbul, Türkiye",2024-06-05T12:18:10.000Z,41.002903,28.936758,"Kocamustafapaşa, Cerrahpaşa, Etyemez Tekkesi Sk. 9/A, 34098 Fatih/İstanbul, Türkiye",5.45,Turkish Lira,200.76
Istanbul,Taxi Test,rider_canceled,2024-06-05T11:57:31.000Z,,40.98889,28.881369,"",,40.98889,28.881369,"Kocamustafapaşa, Cerrahpaşa, Etyemez Tekkesi Sk. 9/A, 34098 Fatih/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2024-06-03T21:09:36.000Z,2024-06-03T21:13:29.000Z,41.00244,28.937294,"Koca Mustafapaşa, Etyemez Tekkesi Sk. 1 A, 34098 Fatih/İstanbul, Türkiye",2024-06-03T21:24:01.000Z,40.988667,28.880943,"Kartaltepe, Dost Sk., 34145 Bakırköy/İstanbul, Türkiye",4.83,Turkish Lira,187.0
Istanbul,Taxi Test,completed,2024-06-03T11:10:45.000Z,2024-06-03T11:14:04.000Z,40.925743,29.298126,"Yenişehir, Bakü Cd. No:19, 34912 Pendik/İstanbul, Türkiye",2024-06-03T11:37:51.000Z,40.880974,29.231762,"Batı, Yargıçlar Sk., 34890 Pendik/İstanbul, Türkiye",6.04,Turkish Lira,260.0
Istanbul,Taxi Test,completed,2024-06-03T07:43:51.000Z,2024-06-03T07:45:52.000Z,40.888863,29.378574,"Orta, Üniversite Hizmetleri, 34956 Tuzla/İstanbul, Türkiye",2024-06-03T07:58:31.000Z,40.926147,29.297964,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",7.01,Turkish Lira,245.0
Istanbul,Taxi Test,rider_canceled,2024-06-03T07:43:01.000Z,,40.88873,29.378666,"",,40.88873,29.378666,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2024-06-02T08:29:04.000Z,2024-06-02T08:30:45.000Z,40.88102,29.23183,"Yeni, 34893 Pendik/İstanbul, Türkiye",2024-06-02T08:49:13.000Z,40.92559,29.29967,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",6.34,Turkish Lira,235.0
Istanbul,Taxi Test,completed,2024-05-31T18:52:57.000Z,2024-05-31T19:00:47.000Z,41.024696,28.976631,"Kemankeş Karamustafa Paşa, Mumhane Cd. 17A, 34425 Beyoğlu/İstanbul, Türkiye",2024-05-31T19:12:19.000Z,41.00514,28.936243,"Cerrahpaşa, Etyemez Tekkesi Sk. No:2, 34098 Fatih/İstanbul, Türkiye",3.97,Turkish Lira,162.0
Istanbul,Taxi Test,completed,2024-05-29T20:38:01.000Z,2024-05-29T20:40:35.000Z,40.98744,29.02601,"Caferağa, Damacı Sk. 3a, 34710 Kadıköy/İstanbul, Türkiye",2024-05-29T21:08:15.000Z,41.00286,28.93675,"Kocamustafapaşa, Cerrahpaşa, Etyemez Tekkesi Sk. 9/A, 34098 Fatih/İstanbul, Türkiye",16.27,Turkish Lira,670.0
Istanbul,Taxi Test,completed,2024-05-29T16:12:59.000Z,2024-05-29T16:15:35.000Z,41.003284,28.936548,"Koca Mustafapaşa, Etyemez Tekkesi Sk. 17 A, 34098 Fatih/İstanbul, Türkiye",2024-05-29T16:57:41.000Z,40.98764,29.026274,"Caferağa Mh Moda Cd. &, Caferağa, Damacı Sk. No:4, 34710 Kadıköy/İstanbul, Türkiye",11.21,Turkish Lira,520.0
Istanbul,Taxi Test,rider_canceled,2024-05-29T16:06:25.000Z,,41.003128,28.936712,"",,41.003128,28.936712,"Caferağa Mh Moda Cd. &, Caferağa, Damacı Sk. No:4, 34710 Kadıköy/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2024-05-29T15:25:51.000Z,2024-05-29T15:30:25.000Z,40.9887,28.88097,"Kartaltepe, Dost Sk. No:5, 34145 Bakırköy/İstanbul, Türkiye",2024-05-29T15:42:28.000Z,41.00316,28.93664,"Kocamustafapaşa, Cerrahpaşa, Etyemez Tekkesi Sk. 9/A, 34098 Fatih/İstanbul, Türkiye",5.67,Turkish Lira,210.0
Istanbul,Taxi Test,completed,2024-05-29T13:02:12.000Z,2024-05-29T13:05:10.000Z,40.92582,29.29818,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",2024-05-29T13:18:37.000Z,40.86206,29.27342,"Kaynarca, Neomarin AVM No:6, 34890 Pendik/İstanbul, Türkiye",7.93,Turkish Lira,275.21
Istanbul,Taxi Test,completed,2024-05-26T21:34:04.000Z,2024-05-26T21:37:20.000Z,41.00257,28.93687,"Koca Mustafapaşa, Etyemez Tekkesi Sk. 1 A, 34098 Fatih/İstanbul, Türkiye",2024-05-26T21:46:41.000Z,40.98875,28.88107,"Kartaltepe, Dost Sk., 34145 Bakırköy/İstanbul, Türkiye",4.79,Turkish Lira,182.0
Istanbul,Taxi Test,completed,2024-05-26T14:31:10.000Z,2024-05-26T14:32:26.000Z,40.92631,29.297846,"Yenişehir, Millet Cd. no:14, 34912 Pendik/İstanbul, Türkiye",2024-05-26T14:37:02.000Z,40.91066,29.297184,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",1.38,Turkish Lira,110.0
Istanbul,Taxi Test,completed,2024-05-24T16:57:52.000Z,2024-05-24T17:01:54.000Z,40.9262,29.29792,"Yenişehir, Millet Cd. no:14, 34912 Pendik/İstanbul, Türkiye",2024-05-24T17:06:05.000Z,40.91217,29.29856,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",1.23,Turkish Lira,110.0
Istanbul,Taxi Test,completed,2024-05-21T14:14:11.000Z,2024-05-21T14:16:07.000Z,40.925217,29.2979,"Yenişehir, 34912 Pendik/İstanbul, Türkiye",2024-05-21T14:21:30.000Z,40.910625,29.297096,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",1.3,Turkish Lira,110.0
Istanbul,Taxi Test,rider_canceled,2024-05-21T14:07:14.000Z,,40.925285,29.297827,"",,40.925285,29.297827,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2024-05-19T10:17:24.000Z,2024-05-19T10:19:45.000Z,40.92628,29.29783,"Yenişehir, Millet Cd. no:14, 34912 Pendik/İstanbul, Türkiye",2024-05-19T10:23:57.000Z,40.91203,29.29842,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",1.39,Turkish Lira,110.0
Istanbul,Taxi Test,completed,2024-05-18T18:16:19.000Z,2024-05-18T18:19:31.000Z,40.88096,29.23204,"Yeni, 34893 Pendik/İstanbul, Türkiye",2024-05-18T18:41:48.000Z,40.92652,29.29766,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",5.96,Turkish Lira,223.0
Istanbul,Taxi Test,completed,2024-05-18T10:13:43.000Z,2024-05-18T10:17:48.000Z,40.92605,29.29782,"Yenişehir, Millet Cd. no:14, 34912 Pendik/İstanbul, Türkiye",2024-05-18T10:44:13.000Z,40.88093,29.231825,"Batı, Yargıçlar Sk., 34890 Pendik/İstanbul, Türkiye",6.13,Turkish Lira,240.0
Istanbul,Taxi Test,completed,2024-05-17T17:33:14.000Z,2024-05-17T17:35:25.000Z,40.92532,29.29795,"Yenişehir, 34912 Pendik/İstanbul, Türkiye",2024-05-17T17:48:31.000Z,40.926296,29.297825,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",3.35,Turkish Lira,144.4
Istanbul,Taxi Test,completed,2024-05-15T18:53:50.000Z,2024-05-15T18:55:31.000Z,40.926266,29.297853,"Yenişehir, Millet Cd. no:14, 34912 Pendik/İstanbul, Türkiye",2024-05-15T19:00:27.000Z,40.910835,29.297312,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",1.37,Turkish Lira,110.0
Istanbul,Taxi Test,completed,2024-05-14T13:25:33.000Z,2024-05-14T13:30:04.000Z,40.91073,29.297234,"Kurtköy, Ankara Cd. No:291, 34912 Pendik/İstanbul, Türkiye",2024-05-14T13:44:41.000Z,40.882175,29.24906,"Doğu, 34890 Pendik/İstanbul, Türkiye",3.86,Turkish Lira,162.0
Istanbul,Taxi Test,rider_canceled,2024-05-14T13:24:04.000Z,,40.911076,29.29753,"",,40.911076,29.29753,"Doğu, 34890 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2024-05-14T12:50:47.000Z,2024-05-14T12:52:08.000Z,40.925877,29.298164,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",2024-05-14T12:57:34.000Z,40.91053,29.29707,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",1.36,Turkish Lira,110.0
Istanbul,Taxi Test,completed,2024-05-03T15:53:28.000Z,2024-05-03T15:57:34.000Z,40.91054,29.297014,"Kurtköy, 34912 Pendik/İstanbul, Türkiye",2024-05-03T16:04:15.000Z,40.92746,29.31081,"Yenişehir, Osmanlı Blv. No:4, 34912 Pendik/İstanbul, Türkiye",2.12,Turkish Lira,110.0
Istanbul,Taxi Test,rider_canceled,2024-05-03T15:53:14.000Z,,40.91039,29.29671,"",,40.91039,29.29671,"Yenişehir, Osmanlı Blv. No:4, 34912 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2024-05-03T15:38:19.000Z,2024-05-03T15:39:21.000Z,40.92655,29.30882,"Yenişehir, 34912 Pendik/İstanbul, Türkiye",2024-05-03T15:47:46.000Z,40.9115,29.29803,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",1.39,Turkish Lira,110.0
Istanbul,Taxi Test,unfulfilled,2024-04-16T13:58:17.000Z,,40.888855,29.37849,"",,40.888855,29.37849,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",0.0,,
Istanbul,Taxi Test,rider_canceled,2024-04-16T13:49:21.000Z,,40.888855,29.37849,"",,40.888855,29.37849,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",0.0,,
Istanbul,Taxi Test,rider_canceled,2024-04-16T13:41:44.000Z,,40.888855,29.37849,"",,40.888855,29.37849,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",0.0,,
Istanbul,Taxi Test,rider_canceled,2024-04-05T20:27:54.000Z,,41.011566,28.94031,"",,41.011566,28.94031,"Kocamustafapaşa, Cerrahpaşa, Etyemez Tekkesi Sk. 9/A, 34098 Fatih/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,rider_canceled,2024-04-04T12:34:48.000Z,,40.925232,29.297787,"",,40.925232,29.297787,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,rider_canceled,2024-04-04T12:33:31.000Z,,40.925232,29.297787,"",,40.925232,29.297787,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2024-03-27T21:51:09.000Z,2024-03-27T21:53:03.000Z,40.91052,29.29697,"Kurtköy, Ankara Cd. No:392, 34912 Pendik/İstanbul, Türkiye",2024-03-27T21:58:27.000Z,40.92635,29.29779,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",2.21,Turkish Lira,110.0
Istanbul,Taxi Test,rider_canceled,2024-03-27T12:10:22.000Z,,40.92582,29.29797,"",,40.92582,29.29797,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2024-03-22T09:28:34.000Z,2024-03-22T09:31:03.000Z,40.925343,29.297897,"Yenişehir, 34912 Pendik/İstanbul, Türkiye",2024-03-22T09:49:42.000Z,40.879894,29.231804,"Batı, Yargıçlar Sk., 34890 Pendik/İstanbul, Türkiye",6.41,Turkish Lira,212.5
Istanbul,Taxi Test,completed,2024-01-20T07:59:27.000Z,2024-01-20T08:01:28.000Z,40.92624,29.297813,"Bakü Caddesi 19/5A, Yenişehir, Pendik 34912",2024-01-20T08:07:14.000Z,40.910385,29.296883,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",1.54,Turkish Lira,110.0
Istanbul,Taxi Test,rider_canceled,2023-12-29T07:16:44.000Z,,40.9263,29.29783,"",,40.9263,29.29783,"Orta, Sabancı Ünv., 34956 Tuzla/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,rider_canceled,2023-12-11T05:32:56.000Z,,40.91088,29.298323,"",,40.91088,29.298323,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,rider_canceled,2023-12-11T05:30:41.000Z,,40.91095,29.298077,"",,40.91095,29.298077,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,rider_canceled,2023-12-04T05:12:59.000Z,,40.913006,29.298395,"",,40.913006,29.298395,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,rider_canceled,2023-12-04T05:10:44.000Z,,40.913006,29.298395,"",,40.913006,29.298395,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,rider_canceled,2023-12-04T05:10:13.000Z,,40.912937,29.298151,"",,40.912937,29.298151,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,rider_canceled,2023-11-27T05:15:56.000Z,,40.910484,29.29898,"",,40.910484,29.29898,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2023-10-16T04:47:36.000Z,2023-10-16T04:54:15.000Z,40.911266,29.299032,"Kurtköy, 34912 Pendik/İstanbul, Türkiye",2023-10-16T04:59:48.000Z,40.92626,29.297848,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",1.72,Turkish Lira,70.0
Istanbul,Taxi Test,rider_canceled,2023-10-14T10:57:46.000Z,,40.92622,29.297886,"",,40.92622,29.297886,"Sanayi, 34906 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,rider_canceled,2023-10-14T10:53:14.000Z,,40.92622,29.297886,"",,40.92622,29.297886,"Sanayi, 34906 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2023-10-08T18:00:42.000Z,2023-10-08T18:02:59.000Z,40.91075,29.298973,"Kurtköy, Erdem Sk. No:77, 34912 Pendik/İstanbul, Türkiye",2023-10-08T18:09:00.000Z,40.926243,29.297867,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",1.76,Turkish Lira,70.0
Istanbul,Taxi Test,rider_canceled,2023-10-08T17:59:14.000Z,,40.910683,29.299004,"",,40.910683,29.299004,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,rider_canceled,2023-10-02T05:21:20.000Z,,40.910847,29.298803,"",,40.910847,29.298803,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2023-09-29T16:04:28.000Z,2023-09-29T16:07:14.000Z,40.92637,29.29779,"Yenişehir, Millet Cd. No:12, 34912 Pendik/İstanbul, Türkiye",2023-09-29T16:19:14.000Z,40.90736,29.31117,"Sanayi, 34906 Pendik/İstanbul, Türkiye",2.48,Turkish Lira,75.0
Istanbul,Taxi Test,completed,2023-09-29T13:35:20.000Z,2023-09-29T13:36:32.000Z,40.910915,29.299154,"Kurtköy, Ankara Cd. No:392, 34912 Pendik/İstanbul, Türkiye",2023-09-29T13:44:26.000Z,40.926247,29.2979,"Yenişehir, Millet Cd. No:14, 34912 Pendik/İstanbul, Türkiye",1.78,Turkish Lira,70.0
Istanbul,Taxi Test,completed,2023-09-28T18:40:59.000Z,2023-09-28T18:43:25.000Z,41.042477,28.93589,"Nişanca, Abdurrahman Şerefbey Cd. 18/5, 34050 Eyüpsultan/İstanbul, Türkiye",2023-09-28T18:55:19.000Z,40.98875,28.881128,"Kartaltepe, Dost Sk., 34145 Bakırköy/İstanbul, Türkiye",5.69,Turkish Lira,145.0
Istanbul,Taxi Test,completed,2023-09-19T11:53:08.000Z,2023-09-19T11:54:23.000Z,40.907074,29.311047,"Sanayi, Adıgüzel Sk No:9, 34906 Pendik/İstanbul, Türkiye",2023-09-19T11:59:49.000Z,40.92587,29.298084,"Yenişehir, Millet Cd. no:14, 34912 Pendik/İstanbul, Türkiye",2.28,Turkish Lira,70.0
Istanbul,Taxi Test,completed,2023-07-10T08:50:04.000Z,2023-07-10T08:57:29.000Z,40.98869,28.880869,"Kartaltepe, Dost Sk. No:5, 34145 Bakırköy/İstanbul, Türkiye",2023-07-10T09:16:07.000Z,41.042995,28.93517,"Nişanca, Abdurrahman Şerefbey Cd. 18/5, 34050 Eyüpsultan/İstanbul, Türkiye",6.28,Turkish Lira,105.0
Istanbul,Taxi Test,rider_canceled,2023-06-03T14:38:39.000Z,,40.89904,29.35257,"",,40.91346,29.3419,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2023-06-03T05:45:06.000Z,2023-06-03T05:46:18.000Z,40.91054,29.29705,"Kurtköy, Ankara Cd. 390/3, 34912 Pendik/İstanbul, Türkiye",2023-06-03T05:55:45.000Z,40.929287,29.344112,"Orta, Sabancı Ünv., 34956 Tuzla/İstanbul, Türkiye",3.67,Turkish Lira,40.0
Istanbul,Taxi Test,completed,2023-06-02T04:57:29.000Z,2023-06-02T05:00:01.000Z,40.91087,29.299017,"Kurtköy, Erdem Sk. No:77, 34912 Pendik/İstanbul, Türkiye",2023-06-02T05:05:58.000Z,40.92744,29.310806,"Yenişehir, Osmanlı Blv. No:4, 34912 Pendik/İstanbul, Türkiye",1.54,Turkish Lira,40.0
Istanbul,Taxi Test,completed,2023-03-21T16:04:32.000Z,2023-03-21T16:06:46.000Z,41.04255,28.93592,"Nişanca, Abdurrahman Şerefbey Cd. 7-1, 34050 Eyüpsultan/İstanbul, Türkiye",2023-03-21T16:51:50.000Z,40.9887,28.88099,"Kartaltepe, Dost Sk., 34145 Bakırköy/İstanbul, Türkiye",7.02,Turkish Lira,130.0
Istanbul,Taxi Test,rider_canceled,2023-01-21T15:16:16.000Z,,,,,,,,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2023-01-19T06:38:58.000Z,2023-01-19T06:41:26.000Z,40.937546,29.135042,,2023-01-19T07:01:17.000Z,40.965492,29.071312,"Caddebostan, Şerafettin Sk. No:2/A, 34728 Kadıköy/İstanbul, Türkiye",5.07,Turkish Lira,88.0
Istanbul,Taxi Test,rider_canceled,2023-01-07T08:58:53.000Z,,40.93109,29.307127,,,40.93128073215485,29.30905425548553,"Orta, Sabancı Ünv., 34956 Tuzla/İstanbul, Turkey",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2023-01-05T08:22:18.000Z,2023-01-05T08:24:43.000Z,40.930702,29.308931,,2023-01-05T08:38:50.000Z,40.892475,29.378897,"Orta, Sabancı Ünv., 34956 Tuzla/İstanbul, Turkey",7.15,Turkish Lira,111.36
Istanbul,Taxi Test,completed,2022-12-26T05:46:54.000Z,2022-12-26T05:48:58.000Z,40.910828,29.298962,,2022-12-26T05:58:06.000Z,40.9309,29.309607,"Yenişehir, Şefika Sokağı, 34912 Pendik/İstanbul, Türkiye",1.93,Turkish Lira,34.0
Istanbul,Taxi Test,rider_canceled,2022-12-23T14:09:09.000Z,,40.92714,29.3179,,,40.9268651008606,29.31717073917389,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2022-12-17T11:02:03.000Z,2022-12-17T11:05:05.000Z,40.927586,29.310383,,2022-12-17T11:16:05.000Z,40.910427,29.296953,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",2.54,Turkish Lira,28.0
Istanbul,Taxi Test,rider_canceled,2022-12-17T10:55:14.000Z,,40.915867,29.312212,,,40.92600214481354,29.30786049365997,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2022-12-16T05:18:37.000Z,2022-12-16T05:21:31.000Z,40.93096,29.309223,,2022-12-16T05:41:02.000Z,40.88941,29.378971,"Orta, Sabancı Ünv., 34956 Tuzla/İstanbul, Turkey",7.13,Turkish Lira,85.47
Istanbul,Taxi Test,completed,2022-12-14T05:20:42.000Z,2022-12-14T05:22:38.000Z,40.931328,29.309088,,2022-12-14T05:38:00.000Z,40.88952,29.378458,"Orta, Sabancı Ünv., 34956 Tuzla/İstanbul, Turkey",7.14,Turkish Lira,83.0
Istanbul,Taxi Test,completed,2022-12-13T08:13:06.000Z,2022-12-13T08:14:27.000Z,40.926414,29.308903,,2022-12-13T08:27:36.000Z,40.89265,29.379768,"Orta, Sabancı Ünv., 34956 Tuzla/İstanbul, Turkey",7.07,Turkish Lira,85.0
Istanbul,Taxi Test,completed,2022-12-12T04:57:57.000Z,2022-12-12T05:02:44.000Z,40.910957,29.298954,,2022-12-12T05:12:11.000Z,40.930805,29.309456,"Yenişehir, Şefika Sokağı, 34912 Pendik/İstanbul, Türkiye",2.09,Turkish Lira,32.0
Istanbul,Taxi Test,rider_canceled,2022-12-10T11:16:13.000Z,,,,,,,,"Kartaltepe, Şanlı Asker Sk. No:4, 34145 Bakırköy/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,driver_canceled,2022-12-10T11:11:36.000Z,,40.99274,28.83091,,,40.99347770214081,28.81996655464172,"Kartaltepe, Şanlı Asker Sk. No:4, 34145 Bakırköy/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2022-12-10T10:26:52.000Z,2022-12-10T10:28:44.000Z,40.98616,28.878056,,2022-12-10T10:51:07.000Z,40.97931,28.824656,"Yeşilköy, Atatürk Havaalanı Yolcu Girişi, 34149 Bakırköy/İstanbul, Türkiye",7.32,Turkish Lira,80.0
Istanbul,Taxi Test,completed,2022-12-10T08:42:39.000Z,2022-12-10T08:43:59.000Z,40.93138,29.309013,,2022-12-10T08:50:45.000Z,40.911793,29.298357,"Kurtköy, Hızır Reis Cd. no:5, 34906 Pendik/İstanbul, Türkiye",1.9,Turkish Lira,30.0
Istanbul,Taxi Test,completed,2022-12-09T05:25:30.000Z,2022-12-09T05:26:23.000Z,40.930946,29.309244,,2022-12-09T05:44:58.000Z,40.88963,29.378706,"Orta, Sabancı Ünv., 34956 Tuzla/İstanbul, Turkey",7.15,Turkish Lira,50.0
Istanbul,Taxi Test,completed,2022-12-08T13:21:42.000Z,2022-12-08T13:23:13.000Z,40.911053,29.299,,2022-12-08T13:31:13.000Z,40.930363,29.309828,"Yenişehir, Şefika Sokağı, 34912 Pendik/İstanbul, Türkiye",2.1,Turkish Lira,32.0
Istanbul,Taxi Test,rider_canceled,2022-12-08T13:17:28.000Z,,40.91291,29.29831,,,40.90944683551788,29.29505026340485,"Yenişehir, Şefika Sokağı, 34912 Pendik/İstanbul, Türkiye",0.0,Turkish Lira,0.0
Istanbul,Taxi Test,completed,2022-12-08T07:34:25.000Z,2022-12-08T07:37:18.000Z,40.930855,29.309166,,2022-12-08T07:53:40.000Z,40.89247,29.37888,"Orta, Sabancı Ünv., 34956 Tuzla/İstanbul, Turkey",7.26,Turkish Lira,83.0
